"","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
"1455",29,2,106179,10,5,11,2,5,1,0,1408,40,40,1
"1456",50,7,240922,12,5,13,2,5,1,0,1408,5,40,1
"1457",49,5,141944,11,4,7,5,5,2,0,1380,42,40,1
"1458",31,5,243605,13,7,13,5,5,1,0,1380,40,6,1
"1459",44,5,199031,10,1,15,4,5,2,0,1380,40,40,1
"1460",48,3,121622,14,5,11,5,5,1,0,1380,40,40,1
"1461",39,5,115289,10,1,13,4,5,2,0,1380,70,40,1
"1462",39,5,49436,12,1,11,5,5,1,0,1380,40,40,1
"1463",32,2,90653,9,5,5,5,5,1,0,1380,40,40,1
"1464",42,3,254817,10,5,11,2,5,1,0,1340,40,40,1
"1465",25,5,212495,13,5,5,4,5,2,0,1340,40,40,1
"1466",42,2,296798,7,5,14,2,5,2,0,1340,40,40,1
"1467",44,3,193882,11,5,14,2,5,2,0,1340,40,40,1
"1468",38,5,188888,13,5,5,2,5,2,0,1340,40,40,1
"1469",54,5,172962,13,1,11,2,5,2,0,1340,40,40,1
"1470",37,5,405284,13,5,11,2,5,1,0,1340,42,40,1
"1471",62,3,159908,13,3,2,6,5,1,0,1258,38,40,1
"1472",72,3,144515,16,3,5,1,5,2,0,1258,40,40,1
"1473",76,NA,224680,15,3,NA,1,5,2,0,1258,20,40,1
"1474",66,5,350498,10,3,15,1,5,2,0,1258,20,40,1
"1475",33,3,262042,9,1,2,4,5,1,0,1138,40,40,1
"1476",29,5,138190,9,5,13,5,3,1,0,1138,40,40,1
"1477",25,5,74883,13,5,14,2,2,1,0,1092,40,31,1
"1478",39,5,230467,13,5,13,4,5,2,0,1092,40,12,1
"1479",33,5,207937,9,5,4,2,5,2,0,1092,40,40,1
"1480",53,8,281074,9,1,5,2,5,2,0,1092,40,40,1
"1481",52,5,113094,13,6,2,5,5,1,0,1092,40,40,1
"1482",23,3,442359,13,5,11,2,5,1,0,1092,40,40,1
"1483",60,5,75726,9,1,5,2,5,1,0,1092,40,40,1
"1484",27,5,151382,4,1,8,5,5,2,0,974,40,40,1
"1485",34,5,32528,11,4,2,5,5,1,0,974,40,40,1
"1486",43,7,336763,10,1,13,5,5,1,0,880,42,40,1
"1487",33,5,99339,12,1,2,2,5,1,0,880,40,40,1
"1488",31,5,323069,12,1,13,5,5,1,0,880,45,40,1
"1489",50,2,299831,10,1,2,5,5,1,0,880,40,40,1
"1490",32,5,203674,12,1,11,5,5,1,0,880,36,40,1
"1491",34,5,60567,7,1,15,5,5,2,0,880,60,40,1
"1492",69,8,159191,10,7,2,2,5,1,0,810,38,40,1
"1493",65,5,190568,9,7,2,2,5,1,0,810,36,40,1
"1494",57,5,34269,9,7,15,5,5,2,0,653,42,40,2
"1495",42,5,259757,13,1,11,5,5,2,0,653,50,40,2
"1496",49,5,116338,9,6,11,5,5,1,0,653,60,40,1
"1497",40,5,315321,9,1,5,5,5,1,0,625,52,40,1
"1498",43,3,118600,13,1,11,5,5,1,0,625,40,40,1
"1499",59,5,230039,9,5,5,5,5,1,0,625,38,40,1
"1500",39,2,257175,13,1,14,5,3,1,0,625,40,40,1
"1501",49,3,159641,13,1,5,5,5,1,0,625,40,40,1
"1502",39,8,119421,9,6,2,5,5,1,0,625,35,40,1
"1503",49,5,169042,9,6,11,5,5,1,0,625,40,34,1
"1504",39,5,81487,10,1,5,5,5,1,0,625,40,40,1
"1505",43,5,122473,5,5,8,5,3,1,0,625,40,40,1
"1506",41,5,332703,9,1,2,2,4,1,0,625,40,40,1
"1507",46,5,157991,11,1,14,5,3,1,0,625,40,40,1
"1508",47,5,144351,9,1,4,5,5,2,0,625,40,40,1
"1509",67,NA,184506,7,3,NA,1,5,2,0,419,3,40,1
"1510",68,5,32779,9,3,15,1,5,2,0,419,12,40,1
"1511",27,NA,501172,10,3,NA,1,5,2,0,419,20,27,1
"1512",52,5,122109,9,5,11,5,5,1,0,323,40,40,1
"1513",46,5,198774,14,1,5,5,5,1,0,323,45,40,1
"1514",49,3,78859,14,7,11,5,5,1,0,323,20,40,1
"1515",37,5,262409,14,1,5,5,5,1,0,213,45,40,1
"1516",38,5,173047,13,1,2,5,2,1,0,213,40,31,1
"1517",40,5,65866,10,1,14,5,5,1,0,213,40,40,1
"1518",36,5,204590,13,1,11,5,3,1,0,213,40,40,1
"1519",28,5,140845,6,5,8,2,5,1,0,155,40,40,1
"1520",54,6,166459,15,3,11,1,5,2,99999,0,60,40,2
"1521",52,5,152234,9,3,5,1,2,2,99999,0,40,25,2
"1522",53,6,263925,9,3,13,1,5,2,99999,0,40,40,2
"1523",52,5,118025,13,3,5,1,5,2,99999,0,50,40,2
"1524",46,5,370119,15,3,11,1,5,2,99999,0,60,40,2
"1525",43,5,176270,13,3,5,1,5,2,99999,0,60,40,2
"1526",49,5,159816,13,3,11,6,5,1,99999,0,20,40,2
"1527",50,5,171338,10,3,5,1,5,2,99999,0,50,40,2
"1528",22,7,202920,9,5,11,5,5,1,99999,0,40,7,2
"1529",43,6,172826,10,3,13,1,5,2,99999,0,55,40,2
"1530",65,6,139272,13,3,13,1,5,2,99999,0,60,40,2
"1531",26,5,256000,15,3,11,1,5,2,99999,0,60,40,2
"1532",52,7,64045,15,3,11,1,5,2,99999,0,45,40,2
"1533",46,5,176814,15,3,11,1,5,2,99999,0,50,40,2
"1534",36,5,208358,15,1,11,2,5,2,99999,0,45,40,2
"1535",40,7,223881,15,3,11,1,5,2,99999,0,70,40,2
"1536",52,6,90363,15,3,11,1,5,2,99999,0,35,40,2
"1537",32,6,46807,9,3,4,1,5,2,99999,0,40,40,2
"1538",53,5,88842,9,3,5,1,5,2,99999,0,40,40,2
"1539",47,5,345493,15,3,11,1,2,2,99999,0,55,37,2
"1540",37,3,287306,12,3,11,6,3,1,99999,0,40,NA,2
"1541",37,7,362062,15,3,11,1,5,2,99999,0,50,40,2
"1542",39,6,114844,15,3,11,1,5,2,99999,0,65,40,2
"1543",38,5,146091,16,3,5,6,5,1,99999,0,36,40,2
"1544",44,5,332401,15,3,11,1,5,2,99999,0,65,40,2
"1545",57,6,159028,15,3,11,1,5,2,99999,0,60,40,2
"1546",51,5,44000,14,3,11,6,5,1,99999,0,50,40,2
"1547",78,7,316261,13,5,5,2,5,2,99999,0,20,40,2
"1548",36,5,383518,10,3,2,6,3,1,99999,0,40,40,2
"1549",49,6,362795,14,1,11,5,5,2,99999,0,80,27,2
"1550",54,7,269068,15,3,11,1,2,2,99999,0,50,31,2
"1551",41,6,194636,13,3,13,1,5,2,99999,0,65,40,2
"1552",46,3,222115,13,1,2,2,5,1,99999,0,40,40,2
"1553",33,5,170769,16,1,13,2,5,2,99999,0,60,40,2
"1554",36,7,241998,10,3,13,1,5,2,99999,0,20,40,2
"1555",63,5,118798,9,3,4,1,5,2,99999,0,40,40,2
"1556",38,5,167140,15,3,11,1,5,2,99999,0,70,40,2
"1557",33,5,198660,9,3,8,1,5,2,99999,0,56,40,2
"1558",47,5,168262,14,6,5,2,5,2,99999,0,50,40,2
"1559",28,5,37359,11,3,11,1,5,2,99999,0,50,40,2
"1560",52,6,181855,15,3,11,1,4,2,99999,0,65,40,2
"1561",30,5,132601,13,3,5,1,5,2,99999,0,50,40,2
"1562",50,5,108435,14,3,5,1,5,2,99999,0,60,40,2
"1563",32,5,134737,13,3,11,1,5,2,99999,0,50,40,2
"1564",46,5,273771,13,3,13,1,5,2,99999,0,40,40,2
"1565",49,7,355978,15,3,11,1,5,2,99999,0,35,40,2
"1566",30,5,235124,9,3,15,1,5,2,99999,0,40,40,2
"1567",32,5,204567,13,3,13,1,5,2,99999,0,60,40,2
"1568",59,5,122283,15,3,11,1,2,2,99999,0,40,20,2
"1569",46,6,198660,13,3,13,1,5,2,99999,0,72,40,2
"1570",32,5,330715,9,3,4,1,5,2,99999,0,40,40,2
"1571",21,5,334618,10,5,12,2,3,1,99999,0,40,40,2
"1572",56,6,205601,16,3,11,1,5,2,99999,0,70,40,2
"1573",43,5,208613,15,4,11,2,5,2,99999,0,40,40,2
"1574",30,5,129707,13,3,11,1,5,2,99999,0,35,40,2
"1575",39,5,77005,14,3,11,1,5,2,99999,0,40,40,2
"1576",24,NA,151153,10,5,NA,2,2,2,99999,0,50,36,2
"1577",46,6,120131,15,3,11,1,5,2,99999,0,60,40,2
"1578",50,7,155118,9,1,5,2,5,1,99999,0,35,40,2
"1579",60,5,191446,9,3,5,1,5,2,99999,0,40,40,2
"1580",36,6,216711,9,3,5,1,5,2,99999,0,50,NA,2
"1581",47,5,193047,16,3,5,1,5,2,99999,0,50,40,2
"1582",56,7,163212,9,7,2,5,5,1,99999,0,40,40,2
"1583",53,5,366957,13,3,5,1,2,2,99999,0,50,20,2
"1584",42,5,187795,10,3,5,1,5,2,99999,0,55,40,2
"1585",50,5,238959,13,3,13,1,5,2,99999,0,60,NA,2
"1586",48,5,25468,14,1,5,2,5,2,99999,0,50,40,2
"1587",41,5,320984,15,3,11,1,5,2,99999,0,65,40,2
"1588",72,6,172407,15,3,11,1,5,2,99999,0,50,40,2
"1589",55,5,197399,14,3,5,1,5,2,99999,0,55,40,2
"1590",33,5,162572,13,3,11,1,5,2,99999,0,40,40,2
"1591",62,6,245491,13,1,13,2,5,2,99999,0,40,40,2
"1592",52,6,334273,16,3,11,1,5,2,99999,0,65,40,2
"1593",50,5,124963,13,3,5,1,5,2,99999,0,55,40,2
"1594",28,6,201186,9,3,13,1,3,2,99999,0,40,40,2
"1595",42,3,180985,6,3,7,1,5,2,99999,0,40,40,2
"1596",51,5,145714,14,3,5,1,5,2,99999,0,50,NA,2
"1597",42,5,190179,13,3,11,1,5,2,99999,0,40,40,2
"1598",50,6,158294,15,3,11,1,5,2,99999,0,80,40,2
"1599",41,6,495061,16,3,11,1,5,2,99999,0,70,40,2
"1600",47,5,102308,14,3,5,1,5,2,99999,0,50,40,2
"1601",38,2,37683,15,5,11,2,2,1,99999,0,57,3,2
"1602",61,NA,139391,10,3,NA,1,5,2,99999,0,30,40,2
"1603",57,7,95280,10,3,13,1,5,2,99999,0,45,40,2
"1604",42,7,201908,15,3,11,1,5,2,99999,0,50,40,2
"1605",47,5,354148,15,3,11,1,5,2,99999,0,48,40,2
"1606",51,7,111283,9,1,5,2,5,1,99999,0,35,40,2
"1607",42,3,175642,13,5,2,2,5,1,99999,0,40,40,2
"1608",47,6,181130,15,3,11,1,5,2,99999,0,50,40,2
"1609",74,5,188709,15,3,11,1,5,2,99999,0,50,40,2
"1610",39,5,190297,16,3,11,1,5,2,99999,0,55,40,2
"1611",43,5,462180,15,3,11,1,5,2,99999,0,60,40,2
"1612",47,5,181307,10,3,13,1,5,2,99999,0,60,40,2
"1613",52,7,140985,13,3,2,6,5,1,99999,0,30,40,2
"1614",69,NA,323016,13,3,NA,1,5,2,99999,0,40,40,2
"1615",58,NA,266792,10,3,NA,1,5,2,99999,0,40,40,2
"1616",48,5,108557,13,3,14,6,5,1,99999,0,40,40,2
"1617",55,6,392325,13,3,13,1,5,2,99999,0,60,40,2
"1618",50,5,183173,9,3,11,1,5,2,99999,0,40,40,2
"1619",49,8,423222,14,3,13,1,5,2,99999,0,80,40,2
"1620",30,7,115932,9,5,4,2,5,2,99999,0,50,40,2
"1621",52,5,163998,9,3,13,1,5,2,99999,0,45,40,2
"1622",46,5,28419,15,3,11,1,5,2,99999,0,50,40,2
"1623",58,5,136841,13,3,11,6,5,1,99999,0,35,40,2
"1624",59,7,165315,13,3,11,1,5,2,99999,0,43,40,2
"1625",50,7,401118,9,3,4,1,5,2,99999,0,50,40,2
"1626",40,5,79586,15,3,11,1,2,2,99999,0,40,NA,2
"1627",43,5,58447,16,3,11,1,5,2,99999,0,55,40,2
"1628",47,5,246739,13,3,5,1,5,2,99999,0,55,40,2
"1629",65,5,105491,13,3,5,1,5,2,99999,0,40,40,2
"1630",33,5,134886,10,5,2,4,5,1,99999,0,30,40,2
"1631",53,5,124076,16,3,11,6,5,1,99999,0,37,40,2
"1632",42,7,269733,14,3,13,1,5,2,99999,0,80,40,2
"1633",69,7,240562,15,3,11,1,5,2,99999,0,40,40,2
"1634",44,6,120277,13,3,5,1,5,2,99999,0,45,40,2
"1635",44,7,282722,15,3,11,1,5,2,99999,0,50,40,2
"1636",38,6,478829,15,3,11,1,5,2,99999,0,50,40,2
"1637",39,5,237943,13,3,5,1,5,2,99999,0,70,40,2
"1638",32,5,553405,13,3,13,1,5,2,99999,0,50,40,2
"1639",41,5,115932,10,3,5,1,5,2,99999,0,50,40,2
"1640",31,5,100252,13,1,9,2,2,2,99999,0,70,40,2
"1641",50,7,132716,15,3,5,1,5,2,99999,0,50,40,2
"1642",49,5,187454,9,3,13,1,5,2,99999,0,65,40,2
"1643",29,7,69132,15,1,11,2,5,2,99999,0,60,40,2
"1644",48,5,107231,15,3,5,1,5,2,99999,0,50,40,2
"1645",40,3,150755,13,3,11,1,5,2,99999,0,75,40,2
"1646",45,5,148995,16,5,11,2,5,2,99999,0,30,40,2
"1647",60,5,166330,9,3,9,6,5,1,99999,0,40,40,2
"1648",49,6,229737,15,3,11,1,5,2,99999,0,37,40,2
"1649",56,6,98418,15,3,11,1,5,2,99999,0,40,40,2
"1650",45,6,108100,13,3,5,6,2,1,99999,0,25,NA,2
"1651",71,6,38822,14,3,5,1,5,2,99999,0,40,40,2
"1652",57,6,376230,14,3,13,1,5,2,99999,0,40,40,2
"1653",64,6,185912,15,3,11,1,5,2,99999,0,35,40,2
"1654",41,5,124956,13,6,11,2,3,1,99999,0,60,40,2
"1655",49,7,43348,16,5,11,2,5,2,99999,0,70,40,2
"1656",55,5,408537,5,1,4,5,5,1,99999,0,37,40,2
"1657",48,7,107231,13,3,5,1,5,2,99999,0,50,40,2
"1658",40,7,204235,14,3,5,1,5,2,99999,0,50,40,2
"1659",55,5,115439,15,3,5,1,5,2,99999,0,40,40,2
"1660",44,6,118212,13,3,5,1,5,2,99999,0,70,40,2
"1661",38,5,227945,14,3,11,1,5,2,99999,0,65,40,2
"1662",34,5,49469,13,5,13,2,5,2,99999,0,50,40,2
"1663",37,7,353298,9,3,13,1,5,2,99999,0,50,40,2
"1664",51,7,120781,15,3,11,1,4,2,99999,0,70,20,2
"1665",65,6,210381,13,3,5,1,5,2,99999,0,65,40,2
"1666",38,7,194534,14,3,11,1,3,2,99999,0,60,40,2
"1667",65,6,184965,16,3,5,1,5,2,99999,0,40,40,2
"1668",37,5,171150,13,3,13,1,5,2,99999,0,60,40,2
"1669",38,5,100375,15,3,11,1,5,2,99999,0,60,40,2
"1670",50,6,190333,15,3,11,1,5,2,99999,0,55,40,2
"1671",55,5,134120,6,3,4,1,5,2,99999,0,40,40,2
"1672",38,5,185848,14,3,5,1,5,2,99999,0,70,40,2
"1673",22,7,214014,10,5,13,4,3,2,99999,0,55,40,2
"1674",47,5,155664,14,3,5,1,5,2,99999,0,55,40,2
"1675",43,6,62026,15,3,5,1,5,2,99999,0,40,40,2
"1676",66,5,115498,13,3,5,1,5,2,99999,0,55,NA,2
"1677",47,5,294913,15,3,5,1,5,2,99999,0,40,40,2
"1678",57,3,110417,9,3,4,1,5,2,99999,0,40,40,2
"1679",27,5,211032,1,3,6,3,5,2,41310,0,24,27,1
"1680",63,7,289741,14,3,6,1,5,2,41310,0,50,40,1
"1681",17,NA,304873,6,5,NA,4,5,1,34095,0,32,40,1
"1682",18,5,301948,9,5,12,4,5,2,34095,0,3,40,1
"1683",19,5,188815,9,5,9,4,5,1,34095,0,20,40,1
"1684",55,7,145574,9,1,5,2,5,2,34095,0,60,40,1
"1685",20,NA,273701,10,5,NA,3,3,2,34095,0,10,40,1
"1686",46,5,133938,14,1,5,2,5,1,27828,0,50,40,2
"1687",35,5,202027,13,1,5,2,5,2,27828,0,50,40,2
"1688",47,6,79627,15,1,11,2,5,2,27828,0,50,40,2
"1689",55,7,124975,9,1,4,5,5,2,27828,0,55,40,2
"1690",34,5,50276,13,5,13,2,5,2,27828,0,40,40,2
"1691",25,5,169905,11,5,13,2,5,2,27828,0,40,40,2
"1692",56,6,70720,14,1,5,2,5,2,27828,0,60,40,2
"1693",25,5,102476,13,5,6,4,5,2,27828,0,50,40,2
"1694",41,5,182108,14,5,11,2,5,1,27828,0,35,40,2
"1695",42,5,46221,16,4,9,2,5,2,27828,0,60,NA,2
"1696",37,7,32239,9,1,6,2,5,2,27828,0,40,40,2
"1697",47,5,233511,14,1,13,2,5,2,27828,0,60,40,2
"1698",36,5,184456,15,5,5,2,5,2,27828,0,50,40,2
"1699",58,6,112945,15,5,11,2,5,2,27828,0,40,40,2
"1700",45,5,148549,10,1,4,2,5,2,27828,0,56,40,2
"1701",49,5,120629,13,1,5,2,3,1,27828,0,60,40,2
"1702",37,5,116358,9,5,4,3,1,2,27828,0,48,40,2
"1703",56,7,39380,10,4,6,2,5,1,27828,0,20,40,2
"1704",37,5,109133,14,6,5,2,5,2,27828,0,60,21,2
"1705",59,5,154100,14,5,13,2,5,1,27828,0,45,40,2
"1706",30,5,116138,13,5,5,2,5,2,27828,0,60,40,2
"1707",58,NA,353244,13,7,NA,5,5,1,27828,0,50,40,2
"1708",29,5,82242,15,5,11,5,5,2,27828,0,45,12,2
"1709",36,5,329980,13,5,5,2,5,2,27828,0,40,40,2
"1710",51,6,54342,15,1,11,2,5,2,27828,0,60,40,2
"1711",38,5,125933,13,6,5,2,5,2,27828,0,45,40,2
"1712",36,6,184456,13,5,14,2,5,2,27828,0,55,40,2
"1713",41,5,106679,14,5,5,2,5,2,27828,0,50,40,2
"1714",47,5,304857,14,6,14,2,5,2,27828,0,40,40,2
"1715",64,5,218490,13,1,5,2,5,2,27828,0,55,40,2
"1716",64,5,66634,13,1,5,5,5,2,27828,0,50,40,2
"1717",51,5,673764,14,5,11,2,5,2,27828,0,40,40,2
"1718",54,7,28186,13,1,6,2,5,2,27828,0,50,40,2
"1719",53,7,137547,15,5,11,2,2,2,27828,0,40,31,2
"1720",46,5,295566,16,1,11,5,5,1,25236,0,65,40,2
"1721",51,7,165001,14,1,5,5,5,2,25236,0,50,40,2
"1722",45,6,191776,14,1,13,5,5,1,25236,0,42,40,2
"1723",43,8,261929,16,4,11,5,5,2,25236,0,64,40,2
"1724",59,8,398626,16,1,11,5,5,2,25236,0,45,40,2
"1725",37,5,270059,10,1,2,5,5,1,25236,0,25,40,2
"1726",45,6,208802,15,1,11,5,5,2,25236,0,36,40,2
"1727",45,8,190406,15,1,11,5,3,2,25236,0,36,40,2
"1728",32,5,170154,12,6,5,5,5,1,25236,0,50,40,2
"1729",36,7,112497,15,1,11,5,5,2,25236,0,40,40,2
"1730",47,5,97883,13,7,10,5,5,1,25236,0,35,40,2
"1731",75,NA,111177,13,7,NA,2,5,1,25124,0,16,40,2
"1732",73,5,183213,11,7,11,2,5,2,25124,0,60,40,2
"1733",65,NA,224472,15,5,NA,2,5,2,25124,0,80,40,2
"1734",68,6,52052,11,7,13,2,5,1,25124,0,50,40,2
"1735",61,7,32423,9,3,6,6,5,1,22040,0,40,40,1
"1736",67,5,231559,15,3,11,1,5,2,20051,0,48,40,2
"1737",65,5,198766,14,3,13,1,5,2,20051,0,40,40,2
"1738",63,7,167501,10,3,11,6,5,1,20051,0,10,40,2
"1739",64,6,132832,9,3,2,6,5,1,20051,0,40,NA,2
"1740",90,3,227796,14,3,5,1,5,2,20051,0,60,40,2
"1741",79,5,120707,16,3,11,1,5,2,20051,0,35,9,2
"1742",67,5,195161,14,3,11,1,5,2,20051,0,60,40,2
"1743",90,5,87372,15,3,11,1,5,2,20051,0,72,40,2
"1744",68,5,193666,16,3,11,1,5,2,20051,0,55,40,2
"1745",65,5,154171,15,3,11,1,5,2,20051,0,60,40,2
"1746",68,NA,146645,16,3,NA,1,5,2,20051,0,50,40,2
"1747",62,6,118725,9,3,5,1,3,2,20051,0,72,40,2
"1748",69,5,36956,10,3,5,1,5,2,20051,0,50,40,2
"1749",67,7,106143,16,3,13,1,5,2,20051,0,40,40,2
"1750",66,5,169804,13,3,13,1,5,2,20051,0,40,40,2
"1751",67,NA,129188,16,3,NA,1,5,2,20051,0,5,40,2
"1752",70,7,36311,13,3,11,1,5,2,20051,0,35,40,2
"1753",68,7,133736,10,3,13,1,5,2,20051,0,40,40,2
"1754",68,3,242095,13,3,5,1,5,2,20051,0,40,40,2
"1755",74,6,228075,10,3,5,1,5,2,20051,0,25,40,2
"1756",71,2,422149,10,3,5,1,5,2,20051,0,40,40,2
"1757",67,6,171564,9,3,11,6,5,1,20051,0,30,10,2
"1758",68,5,195868,13,3,13,1,5,2,20051,0,40,40,2
"1759",77,6,84979,16,3,6,1,5,2,20051,0,40,40,2
"1760",71,6,118119,10,3,5,1,5,2,20051,0,50,40,2
"1761",76,5,199949,13,3,2,1,5,2,20051,0,50,40,2
"1762",83,6,240150,6,3,6,1,5,2,20051,0,50,40,2
"1763",68,5,117236,13,3,5,1,5,2,20051,0,45,40,2
"1764",79,NA,76641,14,3,NA,1,5,2,20051,0,40,32,2
"1765",69,7,58213,13,3,11,1,5,2,20051,0,45,40,2
"1766",66,3,174486,16,3,11,1,3,2,20051,0,35,24,2
"1767",73,5,148003,10,3,2,6,5,1,20051,0,36,40,2
"1768",67,7,431426,12,3,5,6,5,1,20051,0,4,40,2
"1769",66,5,113323,13,3,11,1,5,2,20051,0,40,40,2
"1770",66,8,162945,15,3,5,1,3,2,20051,0,55,40,2
"1771",67,7,191380,15,3,11,1,5,2,20051,0,25,40,2
"1772",67,6,182581,10,3,5,1,5,2,20051,0,20,40,2
"1773",79,6,97082,8,7,13,2,5,2,18481,0,45,40,2
"1774",67,7,148690,14,7,11,2,5,2,18481,0,2,40,2
"1775",74,5,129879,9,7,2,2,5,1,15831,0,40,40,2
"1776",67,6,411007,9,7,5,2,5,1,15831,0,40,40,2
"1777",67,3,103315,14,5,5,3,5,1,15831,0,72,40,2
"1778",67,5,224984,9,7,2,2,5,1,15831,0,16,12,2
"1779",69,5,182862,9,5,15,2,5,2,15831,0,40,40,2
"1780",74,7,199136,13,7,4,2,5,2,15831,0,8,12,2
"1781",44,5,198282,13,3,5,1,5,2,15024,0,60,40,2
"1782",58,6,210563,9,3,13,6,5,1,15024,0,35,40,2
"1783",57,2,425161,14,3,13,1,5,2,15024,0,40,40,2
"1784",46,5,188386,16,3,5,1,5,2,15024,0,60,40,2
"1785",38,5,91039,13,3,13,1,5,2,15024,0,60,40,2
"1786",38,6,99146,13,3,5,1,5,2,15024,0,80,40,2
"1787",46,5,102388,15,3,11,1,5,2,15024,0,45,40,2
"1788",43,5,154374,10,3,4,1,5,2,15024,0,60,40,2
"1789",33,5,175697,13,3,5,1,5,2,15024,0,60,40,2
"1790",39,5,202027,13,3,5,1,5,2,15024,0,45,40,2
"1791",39,6,329980,13,3,5,1,5,2,15024,0,50,40,2
"1792",54,7,123011,9,3,4,1,5,2,15024,0,52,40,2
"1793",33,5,354573,14,3,11,1,5,2,15024,0,44,40,2
"1794",54,5,99185,16,3,11,1,5,2,15024,0,45,40,2
"1795",51,6,229465,14,3,5,1,5,2,15024,0,50,40,2
"1796",47,7,370119,13,3,13,1,5,2,15024,0,50,40,2
"1797",53,8,156877,9,3,2,1,5,2,15024,0,35,40,2
"1798",64,6,179436,13,3,5,1,5,2,15024,0,55,40,2
"1799",30,7,167990,11,3,11,1,5,2,15024,0,65,40,2
"1800",55,5,98361,14,3,11,1,5,2,15024,0,50,NA,2
"1801",52,5,147876,13,3,13,6,5,1,15024,0,60,40,2
"1802",48,5,126754,14,3,11,1,5,2,15024,0,40,40,2
"1803",44,5,120277,13,3,11,1,5,2,15024,0,50,23,2
"1804",53,8,281590,9,3,5,6,5,1,15024,0,40,40,2
"1805",64,7,134960,13,3,5,1,5,2,15024,0,35,40,2
"1806",39,5,79331,14,3,5,1,2,2,15024,0,40,40,2
"1807",50,5,147629,14,3,11,1,5,2,15024,0,45,40,2
"1808",57,6,119253,14,3,13,1,5,2,15024,0,65,40,2
"1809",59,7,174056,13,3,13,1,5,2,15024,0,40,40,2
"1810",44,5,198282,14,3,5,1,5,2,15024,0,40,40,2
"1811",37,5,82521,13,3,5,1,5,2,15024,0,40,40,2
"1812",56,6,211804,13,3,13,1,5,2,15024,0,50,40,2
"1813",64,5,319371,13,3,5,1,5,2,15024,0,40,40,2
"1814",32,5,194426,13,3,14,1,5,2,15024,0,40,40,2
"1815",39,6,122742,12,3,5,1,5,2,15024,0,55,40,2
"1816",57,6,172654,15,3,15,1,5,2,15024,0,50,40,2
"1817",35,5,376455,10,3,5,1,5,2,15024,0,60,40,2
"1818",51,7,145409,13,3,13,1,5,2,15024,0,50,40,2
"1819",44,5,198316,13,3,5,1,5,2,15024,0,50,40,2
"1820",57,7,225334,15,3,13,6,5,1,15024,0,35,40,2
"1821",47,5,151267,9,3,8,6,3,1,15024,0,40,40,2
"1822",51,5,293196,16,3,11,1,5,2,15024,0,60,21,2
"1823",50,7,44368,9,3,13,1,5,2,15024,0,55,9,2
"1824",52,5,338816,10,3,5,1,5,2,15024,0,45,40,2
"1825",47,6,214169,9,3,6,1,5,2,15024,0,40,40,2
"1826",34,5,30497,13,3,5,1,5,2,15024,0,60,40,2
"1827",37,6,291518,13,3,4,1,5,2,15024,0,55,40,2
"1828",49,6,362654,10,3,5,1,5,2,15024,0,50,40,2
"1829",54,5,22743,10,3,15,1,5,2,15024,0,60,40,2
"1830",39,5,191807,9,3,13,1,5,2,15024,0,50,40,2
"1831",39,7,126569,15,3,11,1,5,2,15024,0,60,40,2
"1832",32,5,312667,13,3,11,1,5,2,15024,0,50,40,2
"1833",34,6,186824,15,3,11,1,5,2,15024,0,40,40,2
"1834",53,5,114758,14,3,5,1,5,2,15024,0,65,40,2
"1835",53,2,199720,16,3,11,1,5,2,15024,0,60,12,2
"1836",52,6,100506,10,3,13,1,5,2,15024,0,50,40,2
"1837",37,3,233825,13,3,11,6,5,1,15024,0,50,40,2
"1838",53,5,424079,14,3,5,1,5,2,15024,0,55,40,2
"1839",37,5,148015,13,3,11,6,3,1,15024,0,40,40,2
"1840",47,5,124973,11,3,5,1,5,2,15024,0,50,40,2
"1841",58,7,93664,9,3,5,1,5,2,15024,0,60,40,2
"1842",39,5,173175,13,3,5,1,5,2,15024,0,50,40,2
"1843",46,5,155659,10,3,4,1,5,2,15024,0,45,40,2
"1844",49,5,65087,14,3,5,1,5,2,15024,0,50,40,2
"1845",46,5,117849,10,3,13,1,5,2,15024,0,40,40,2
"1846",32,5,207668,13,3,5,1,5,2,15024,0,45,40,2
"1847",50,6,127315,13,3,5,1,5,2,15024,0,60,40,2
"1848",61,5,85548,10,3,14,1,5,2,15024,0,18,40,2
"1849",33,5,56701,13,3,11,1,5,2,15024,0,75,40,2
"1850",31,3,381153,10,3,12,1,5,2,15024,0,56,40,2
"1851",39,7,109766,15,3,11,1,5,2,15024,0,50,40,2
"1852",45,6,170871,9,3,5,1,5,2,15024,0,55,40,2
"1853",35,5,99357,14,3,11,6,5,1,15024,0,50,40,2
"1854",36,5,261382,14,3,13,1,5,2,15024,0,45,40,2
"1855",40,6,157240,14,3,5,6,5,1,15024,0,30,21,2
"1856",47,7,168109,9,3,6,1,5,2,15024,0,50,40,2
"1857",41,5,280167,14,3,5,1,5,2,15024,0,70,40,2
"1858",52,6,173754,15,3,11,1,5,2,15024,0,60,40,2
"1859",43,5,303051,11,3,5,1,5,2,15024,0,40,40,2
"1860",55,5,116878,16,3,11,1,5,2,15024,0,30,40,2
"1861",39,5,179668,13,3,14,1,5,2,15024,0,40,40,2
"1862",61,5,176839,13,3,11,1,5,2,15024,0,50,40,2
"1863",46,5,360096,13,3,5,1,5,2,15024,0,60,40,2
